SampleID	name1	name2	Sediment_type	Weather	Temperature	Temperature_range	Month	Season	Depth	Tide_level	Des	Type_Tide_Depth
sand03.2021.01.Z.X2	sand03.2021.01.Z.X2	sand03.2021.01.Z.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand03.2021.01.Z.X3	sand03.2021.01.Z.X3	sand03.2021.01.Z.X	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand03.2021.01.Z.Z1	sand03.2021.01.Z.Z1	sand03.2021.01.Z.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand03.2021.01.Z.Z2	sand03.2021.01.Z.Z2	sand03.2021.01.Z.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand03.2021.01.Z.Z3	sand03.2021.01.Z.Z3	sand03.2021.01.Z.Z	sandflat	Cloudy_day	10	6-10	01_Jan	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand04.2021.02.D.S1	sand04.2021.02.D.S1	sand04.2021.02.D.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand04.2021.02.D.S2	sand04.2021.02.D.S2	sand04.2021.02.D.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand04.2021.02.D.S3	sand04.2021.02.D.S3	sand04.2021.02.D.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand04.2021.02.D.X1	sand04.2021.02.D.X1	sand04.2021.02.D.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand04.2021.02.D.X2	sand04.2021.02.D.X2	sand04.2021.02.D.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand04.2021.02.D.X3	sand04.2021.02.D.X3	sand04.2021.02.D.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand04.2021.02.D.Z1	sand04.2021.02.D.Z1	sand04.2021.02.D.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand04.2021.02.D.Z2	sand04.2021.02.D.Z2	sand04.2021.02.D.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand04.2021.02.D.Z3	sand04.2021.02.D.Z3	sand04.2021.02.D.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand04.2021.02.G.S1	sand04.2021.02.G.S1	sand04.2021.02.G.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand04.2021.02.G.S2	sand04.2021.02.G.S2	sand04.2021.02.G.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand04.2021.02.G.S3	sand04.2021.02.G.S3	sand04.2021.02.G.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand04.2021.02.G.X1	sand04.2021.02.G.X1	sand04.2021.02.G.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand04.2021.02.G.X2	sand04.2021.02.G.X2	sand04.2021.02.G.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand04.2021.02.G.X3	sand04.2021.02.G.X3	sand04.2021.02.G.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand04.2021.02.G.Z1	sand04.2021.02.G.Z1	sand04.2021.02.G.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand04.2021.02.G.Z2	sand04.2021.02.G.Z2	sand04.2021.02.G.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand04.2021.02.G.Z3	sand04.2021.02.G.Z3	sand04.2021.02.G.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand04.2021.02.Z.S1	sand04.2021.02.Z.S1	sand04.2021.02.Z.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand04.2021.02.Z.S2	sand04.2021.02.Z.S2	sand04.2021.02.Z.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand04.2021.02.Z.S3	sand04.2021.02.Z.S3	sand04.2021.02.Z.S	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand04.2021.02.Z.X1	sand04.2021.02.Z.X1	sand04.2021.02.Z.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand04.2021.02.Z.X2	sand04.2021.02.Z.X2	sand04.2021.02.Z.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand04.2021.02.Z.X3	sand04.2021.02.Z.X3	sand04.2021.02.Z.X	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand04.2021.02.Z.Z1	sand04.2021.02.Z.Z1	sand04.2021.02.Z.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand04.2021.02.Z.Z2	sand04.2021.02.Z.Z2	sand04.2021.02.Z.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand04.2021.02.Z.Z3	sand04.2021.02.Z.Z3	sand04.2021.02.Z.Z	sandflat	Cloudy_day	15	11-15	02_Feb	Winter	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand05.2021.03.D.S1	sand05.2021.03.D.S1	sand05.2021.03.D.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand05.2021.03.D.S2	sand05.2021.03.D.S2	sand05.2021.03.D.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand05.2021.03.D.S3	sand05.2021.03.D.S3	sand05.2021.03.D.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand05.2021.03.D.X1	sand05.2021.03.D.X1	sand05.2021.03.D.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand05.2021.03.D.X2	sand05.2021.03.D.X2	sand05.2021.03.D.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand05.2021.03.D.X3	sand05.2021.03.D.X3	sand05.2021.03.D.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand05.2021.03.D.Z1	sand05.2021.03.D.Z1	sand05.2021.03.D.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand05.2021.03.D.Z2	sand05.2021.03.D.Z2	sand05.2021.03.D.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand05.2021.03.D.Z3	sand05.2021.03.D.Z3	sand05.2021.03.D.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand05.2021.03.G.S1	sand05.2021.03.G.S1	sand05.2021.03.G.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand05.2021.03.G.S2	sand05.2021.03.G.S2	sand05.2021.03.G.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand05.2021.03.G.S3	sand05.2021.03.G.S3	sand05.2021.03.G.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand05.2021.03.G.X1	sand05.2021.03.G.X1	sand05.2021.03.G.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand05.2021.03.G.X2	sand05.2021.03.G.X2	sand05.2021.03.G.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand05.2021.03.G.X3	sand05.2021.03.G.X3	sand05.2021.03.G.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand05.2021.03.G.Z1	sand05.2021.03.G.Z1	sand05.2021.03.G.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand05.2021.03.G.Z2	sand05.2021.03.G.Z2	sand05.2021.03.G.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand05.2021.03.G.Z3	sand05.2021.03.G.Z3	sand05.2021.03.G.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand05.2021.03.Z.S1	sand05.2021.03.Z.S1	sand05.2021.03.Z.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand05.2021.03.Z.S2	sand05.2021.03.Z.S2	sand05.2021.03.Z.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand05.2021.03.Z.S3	sand05.2021.03.Z.S3	sand05.2021.03.Z.S	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand05.2021.03.Z.X1	sand05.2021.03.Z.X1	sand05.2021.03.Z.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand05.2021.03.Z.X2	sand05.2021.03.Z.X2	sand05.2021.03.Z.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand05.2021.03.Z.X3	sand05.2021.03.Z.X3	sand05.2021.03.Z.X	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand05.2021.03.Z.Z1	sand05.2021.03.Z.Z1	sand05.2021.03.Z.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand05.2021.03.Z.Z2	sand05.2021.03.Z.Z2	sand05.2021.03.Z.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand05.2021.03.Z.Z3	sand05.2021.03.Z.Z3	sand05.2021.03.Z.Z	sandflat	Cloudy_day	14	11-15	03_Mar	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand06.2021.04.D.S1	sand06.2021.04.D.S1	sand06.2021.04.D.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand06.2021.04.D.S2	sand06.2021.04.D.S2	sand06.2021.04.D.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand06.2021.04.D.S3	sand06.2021.04.D.S3	sand06.2021.04.D.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand06.2021.04.D.X1	sand06.2021.04.D.X1	sand06.2021.04.D.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand06.2021.04.D.X2	sand06.2021.04.D.X2	sand06.2021.04.D.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand06.2021.04.D.X3	sand06.2021.04.D.X3	sand06.2021.04.D.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand06.2021.04.D.Z1	sand06.2021.04.D.Z1	sand06.2021.04.D.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand06.2021.04.D.Z2	sand06.2021.04.D.Z2	sand06.2021.04.D.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand06.2021.04.D.Z3	sand06.2021.04.D.Z3	sand06.2021.04.D.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand06.2021.04.G.S1	sand06.2021.04.G.S1	sand06.2021.04.G.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand06.2021.04.G.S2	sand06.2021.04.G.S2	sand06.2021.04.G.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand06.2021.04.G.S3	sand06.2021.04.G.S3	sand06.2021.04.G.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand06.2021.04.G.X1	sand06.2021.04.G.X1	sand06.2021.04.G.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand06.2021.04.G.X2	sand06.2021.04.G.X2	sand06.2021.04.G.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand06.2021.04.G.X3	sand06.2021.04.G.X3	sand06.2021.04.G.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand06.2021.04.G.Z1	sand06.2021.04.G.Z1	sand06.2021.04.G.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand06.2021.04.G.Z2	sand06.2021.04.G.Z2	sand06.2021.04.G.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand06.2021.04.G.Z3	sand06.2021.04.G.Z3	sand06.2021.04.G.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand06.2021.04.Z.S1	sand06.2021.04.Z.S1	sand06.2021.04.Z.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand06.2021.04.Z.S2	sand06.2021.04.Z.S2	sand06.2021.04.Z.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand06.2021.04.Z.S3	sand06.2021.04.Z.S3	sand06.2021.04.Z.S	sandflat	Rainy_day	18	16-20	04_Apr	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand06.2021.04.Z.X1	sand06.2021.04.Z.X1	sand06.2021.04.Z.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand06.2021.04.Z.X2	sand06.2021.04.Z.X2	sand06.2021.04.Z.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand06.2021.04.Z.X3	sand06.2021.04.Z.X3	sand06.2021.04.Z.X	sandflat	Rainy_day	18	16-20	04_Apr	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand06.2021.04.Z.Z1	sand06.2021.04.Z.Z1	sand06.2021.04.Z.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand06.2021.04.Z.Z2	sand06.2021.04.Z.Z2	sand06.2021.04.Z.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand06.2021.04.Z.Z3	sand06.2021.04.Z.Z3	sand06.2021.04.Z.Z	sandflat	Rainy_day	18	16-20	04_Apr	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand07.2021.05.D.S1	sand07.2021.05.D.S1	sand07.2021.05.D.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand07.2021.05.D.S2	sand07.2021.05.D.S2	sand07.2021.05.D.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand07.2021.05.D.S3	sand07.2021.05.D.S3	sand07.2021.05.D.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand07.2021.05.D.X1	sand07.2021.05.D.X1	sand07.2021.05.D.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand07.2021.05.D.X2	sand07.2021.05.D.X2	sand07.2021.05.D.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand07.2021.05.D.X3	sand07.2021.05.D.X3	sand07.2021.05.D.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand07.2021.05.D.Z1	sand07.2021.05.D.Z1	sand07.2021.05.D.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand07.2021.05.D.Z2	sand07.2021.05.D.Z2	sand07.2021.05.D.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand07.2021.05.D.Z3	sand07.2021.05.D.Z3	sand07.2021.05.D.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand07.2021.05.G.S1	sand07.2021.05.G.S1	sand07.2021.05.G.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand07.2021.05.G.S2	sand07.2021.05.G.S2	sand07.2021.05.G.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand07.2021.05.G.S3	sand07.2021.05.G.S3	sand07.2021.05.G.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand07.2021.05.G.X1	sand07.2021.05.G.X1	sand07.2021.05.G.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand07.2021.05.G.X2	sand07.2021.05.G.X2	sand07.2021.05.G.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand07.2021.05.G.X3	sand07.2021.05.G.X3	sand07.2021.05.G.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand07.2021.05.G.Z1	sand07.2021.05.G.Z1	sand07.2021.05.G.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand07.2021.05.G.Z2	sand07.2021.05.G.Z2	sand07.2021.05.G.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand07.2021.05.G.Z3	sand07.2021.05.G.Z3	sand07.2021.05.G.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand07.2021.05.Z.S1	sand07.2021.05.Z.S1	sand07.2021.05.Z.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand07.2021.05.Z.S2	sand07.2021.05.Z.S2	sand07.2021.05.Z.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand07.2021.05.Z.S3	sand07.2021.05.Z.S3	sand07.2021.05.Z.S	sandflat	Cloudy_day	21	21-25	05_May	Spring	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand07.2021.05.Z.X1	sand07.2021.05.Z.X1	sand07.2021.05.Z.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand07.2021.05.Z.X2	sand07.2021.05.Z.X2	sand07.2021.05.Z.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand07.2021.05.Z.X3	sand07.2021.05.Z.X3	sand07.2021.05.Z.X	sandflat	Cloudy_day	21	21-25	05_May	Spring	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand07.2021.05.Z.Z1	sand07.2021.05.Z.Z1	sand07.2021.05.Z.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand07.2021.05.Z.Z2	sand07.2021.05.Z.Z2	sand07.2021.05.Z.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand07.2021.05.Z.Z3	sand07.2021.05.Z.Z3	sand07.2021.05.Z.Z	sandflat	Cloudy_day	21	21-25	05_May	Spring	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand08.2021.06.D.S1	sand08.2021.06.D.S1	sand08.2021.06.D.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand08.2021.06.D.S2	sand08.2021.06.D.S2	sand08.2021.06.D.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand08.2021.06.D.S3	sand08.2021.06.D.S3	sand08.2021.06.D.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Low_tide_level	16s	sand_Low_1_5cm
sand08.2021.06.D.X1	sand08.2021.06.D.X1	sand08.2021.06.D.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand08.2021.06.D.X2	sand08.2021.06.D.X2	sand08.2021.06.D.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand08.2021.06.D.X3	sand08.2021.06.D.X3	sand08.2021.06.D.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Low_tide_level	16s	sand_Low_15_25cm
sand08.2021.06.D.Z1	sand08.2021.06.D.Z1	sand08.2021.06.D.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand08.2021.06.D.Z2	sand08.2021.06.D.Z2	sand08.2021.06.D.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand08.2021.06.D.Z3	sand08.2021.06.D.Z3	sand08.2021.06.D.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	Low_tide_level	16s	sand_Low_5_15cm
sand08.2021.06.G.S1	sand08.2021.06.G.S1	sand08.2021.06.G.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand08.2021.06.G.S2	sand08.2021.06.G.S2	sand08.2021.06.G.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand08.2021.06.G.S3	sand08.2021.06.G.S3	sand08.2021.06.G.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	High_tide_level	16s	sand_High_1_5cm
sand08.2021.06.G.X1	sand08.2021.06.G.X1	sand08.2021.06.G.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand08.2021.06.G.X2	sand08.2021.06.G.X2	sand08.2021.06.G.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand08.2021.06.G.X3	sand08.2021.06.G.X3	sand08.2021.06.G.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	High_tide_level	16s	sand_High_15_25cm
sand08.2021.06.G.Z1	sand08.2021.06.G.Z1	sand08.2021.06.G.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand08.2021.06.G.Z2	sand08.2021.06.G.Z2	sand08.2021.06.G.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand08.2021.06.G.Z3	sand08.2021.06.G.Z3	sand08.2021.06.G.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	High_tide_level	16s	sand_High_5_15cm
sand08.2021.06.Z.S1	sand08.2021.06.Z.S1	sand08.2021.06.Z.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand08.2021.06.Z.S2	sand08.2021.06.Z.S2	sand08.2021.06.Z.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand08.2021.06.Z.S3	sand08.2021.06.Z.S3	sand08.2021.06.Z.S	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	1_5cm	Median_tide_level	16s	sand_Median_1_5cm
sand08.2021.06.Z.X1	sand08.2021.06.Z.X1	sand08.2021.06.Z.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand08.2021.06.Z.X2	sand08.2021.06.Z.X2	sand08.2021.06.Z.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand08.2021.06.Z.X3	sand08.2021.06.Z.X3	sand08.2021.06.Z.X	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	15_25cm	Median_tide_level	16s	sand_Median_15_25cm
sand08.2021.06.Z.Z1	sand08.2021.06.Z.Z1	sand08.2021.06.Z.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
sand08.2021.06.Z.Z2	sand08.2021.06.Z.Z2	sand08.2021.06.Z.Z	sandflat	Cloudy_day	32	31-35	06_Jun	Summer	5_15cm	Median_tide_level	16s	sand_Median_5_15cm
